Name,Stars,Cuisine,Currency_Type,Region,Mid_Point,coor,Latitude,Longitude,Country
Casamatta,One,Contemporary ,EUR,Puglia,88.8,"40.4177630,17.5993710",40.417763,17.599371,Italy
Larossa,One,Creative,EUR,Trentino-Alto-Adige,102.68,"44.6964840,8.0354890",44.696484,8.035489,Italy
Palazzo Petrucci,One,Creative,EUR,Campania,133.2,"40.8214143,14.2145330",40.8214143,14.214533,Italy
Il Ristorante di Guido da Costigliole,One,Piedmontese,EUR,Piemonte,188.7,"44.7051429,8.2066746",44.7051429,8.2066746,Italy
Madonnina del Pescatore,Two,Creative,EUR,Marche,124.88,"43.6806944,13.2821211",43.6806944,13.2821211,Italy
Uliassi,Three,Contemporary ,EUR,Marche,172.05,"43.7194609,13.2206503",43.7194609,13.2206503,Italy
Assaje,One,Mediterranean,EUR,Lazio,122.1,"41.9186250,12.4848920",41.918625,12.484892,Italy
Fre,One,Creative,EUR,Piemonte,63.83,"44.5638925,7.9622354",44.5638925,7.9622354,Italy
Il Vescovado,One,Contemporary ,EUR,Liguria,108.23,"44.2075887,8.4163876",44.2075887,8.4163876,Italy
Per Me Giulio Terrinoni,One,Creative,EUR,Lazio,96.02,"41.8973035,12.4674700",41.8973035,12.46747,Italy
La Pergola,Three,Contemporary ,EUR,Lazio,222.56,"41.9187946,12.4461151",41.9187946,12.4461151,Italy
Jasmin,Two,Creative,EUR,Trentino-Alto-Adige,174.83,"46.6411433,11.5723151",46.6411433,11.5723151,Italy
Accursio,One,Creative,EUR,Sicilia,123.21,"36.8599639,14.7606251",36.8599639,14.7606251,Italy
Il Ristorante Trussardi alla Scala,One,Contemporary ,EUR,Lombardia,133.2,"45.4670438,9.1892084",45.4670438,9.1892084,Italy
Butterfly,One,Contemporary ,EUR,Toscana,83.25,"43.8947230,10.5364035",43.894723,10.5364035,Italy
Stube Gourmet,One,Creative,EUR,Veneto,94.35,"45.8734842,11.5098715",45.8734842,11.5098715,Italy
Okuda,One,Japanese,USD,New-York-State,185,"40.7437930,-74.0063300",40.743793,-74.00633,United States
The Finch,One,New American,USD,New-York-State,75,"40.6870784,-73.9629764",40.6870784,-73.9629764,United States
The CONTEMPORARY ,Two,New American,USD,New-York-State,112.5,"40.7610600,-73.9762800",40.76106,-73.97628,United States
The Four Horsemen,One,New American,USD,New-York-State,51,"40.7129264,-73.9574999",40.7129264,-73.9574999,United States
Hirohisa,One,Japanese,USD,New-York-State,100,"40.7245200,-74.0030060",40.72452,-74.003006,United States
Agern,One,Scandinavian,USD,New-York-State,97.5,"40.7522094,-73.9778640",40.7522094,-73.977864,United States
Eleven Madison Park,Three,New American,USD,New-York-State,125,"40.7417000,-73.9871200",40.7417,-73.98712,United States
Estela,One,New American,USD,New-York-State,90,"40.7247100,-73.9948000",40.72471,-73.9948,United States
Sushi Inoue,One,Japanese,USD,New-York-State,274.5,"40.8104480,-73.9437260",40.810448,-73.943726,United States
Nix,One,Vegetarian,USD,New-York-State,62.5,"40.7331660,-73.9935150",40.733166,-73.993515,United States
Tuome,One,Fusion,USD,New-York-State,37.5,"40.7241940,-73.9828000",40.724194,-73.9828,United States
Sushi Amane,One,Japanese,USD,New-York-State,199.5,"40.7513300,-73.9717250",40.75133,-73.971725,United States
Claro,One,Mexican,USD,New-York-State,37.5,"40.6773950,-73.9861500",40.677395,-73.98615,United States
Per Se,Three,New American,USD,New-York-State,112.5,"40.7680545,-73.9825882",40.7680545,-73.9825882,United States
Satsuki,One,Japanese,USD,New-York-State,112.5,"40.7583678,-73.9828638",40.7583678,-73.9828638,United States
Blue Hill at Stone Barns,Two,New American,USD,New-York-State,189,"41.1007146,-73.8292966",41.1007146,-73.8292966,United States
Peter Luger,One,Steakhouse,USD,New-York-State,112.5,"40.7098600,-73.9626300",40.70986,-73.96263,United States
Bouley at Home,One,New American,USD,New-York-State,62.5,"40.7411400,-73.9924200",40.74114,-73.99242,United States
Ko,Two,New American,USD,New-York-State,187,"40.7246476,-73.9916056",40.7246476,-73.9916056,United States
Atomix,Two,Korean,USD,New-York-State,205,"40.7443058,-73.9826751",40.7443058,-73.9826751,United States
WallsÈ,One,Austrian,USD,New-York-State,112.5,"40.7354574,-74.0081949",40.7354574,-74.0081949,United States
Bar Uchu,One,Japanese,USD,New-York-State,177.5,"40.7218513,-73.9901348",40.7218513,-73.9901348,United States
Casa Mono,One,Spanish,USD,New-York-State,62.5,"40.7358950,-73.9873421",40.735895,-73.9873421,United States
Le Jardinier,One,French,USD,New-York-State,76,"40.7579756,-73.9712766",40.7579756,-73.9712766,United States
Sushi Ginza Onodera,One,Japanese,USD,New-York-State,272.5,"40.7523960,-73.9815750",40.752396,-73.981575,United States
Noda,One,Japanese,USD,New-York-State,250,"40.7449700,-73.9880750",40.74497,-73.988075,United States
Masa,Three,Japanese,USD,New-York-State,112.5,"40.7681900,-73.9823400",40.76819,-73.98234,United States
Uncle Boons,One,Thai,USD,New-York-State,51.5,"40.7212030,-73.9944100",40.721203,-73.99441,United States
Del Posto,One,Italian,USD,New-York-State,126.5,"40.7432700,-74.0077000",40.74327,-74.0077,United States
Ichimura at Uchu,Two,Japanese,USD,New-York-State,112.5,"40.7218320,-73.9901200",40.721832,-73.99012,United States
Crown Shy,One,New American,USD,New-York-State,62.5,"40.7067068,-74.0087206",40.7067068,-74.0087206,United States
Jewel Bako,One,Japanese,USD,New-York-State,105,"40.7270810,-73.9895261",40.727081,-73.9895261,United States
Atera,Two,New American,USD,New-York-State,217,"40.7167970,-74.0056500",40.716797,-74.00565,United States
Sushi Noz,One,Japanese,USD,New-York-State,112.5,"40.7738400,-73.9582750",40.77384,-73.958275,United States
Blue Hill,One,New American,USD,New-York-State,101.5,"40.7319711,-73.9996385",40.7319711,-73.9996385,United States
Kajitsu,One,Japanese,USD,New-York-State,112,"40.7499602,-73.9781131",40.7499602,-73.9781131,United States
NoMad,One,New American,USD,New-York-State,100,"40.7449845,-73.9889079",40.7449845,-73.9889079,United States
The Musket Room,One,New American,USD,New-York-State,117.5,"40.7239150,-73.9937500",40.723915,-73.99375,United States
ZZ's Clam Bar,One,Seafood,USD,New-York-State,112.5,"40.7276460,-74.0004600",40.727646,-74.00046,United States
Oxalis,One,New American,USD,New-York-State,60,"40.6729122,-73.9627166",40.6729122,-73.9627166,United States
Oxomoco,One,Mexican,USD,New-York-State,62.5,"40.7300570,-73.9553800",40.730057,-73.95538,United States
Meadowsweet,One,Mediterranean,USD,New-York-State,62.5,"40.7103540,-73.9631700",40.710354,-73.96317,United States
The River CafÈ,One,New American,USD,New-York-State,114.5,"40.7034279,-73.9942984",40.7034279,-73.9942984,United States
Jean-Georges,Two,New American,USD,New-York-State,158,"40.7690700,-73.9815500",40.76907,-73.98155,United States
Marea,One,Seafood,USD,New-York-State,106.5,"40.7676190,-73.9810681",40.767619,-73.9810681,United States
Blanca,Two,New American,USD,New-York-State,173.5,"40.7049906,-73.9336873",40.7049906,-73.9336873,United States
odo,One,Japanese,USD,New-York-State,200,"40.7407048,-73.9929904",40.7407048,-73.9929904,United States
Jungsik,Two,Korean,USD,New-York-State,192,"40.7186850,-74.0091100",40.718685,-74.00911,United States
Le Coucou,One,French,USD,New-York-State,87.5,"40.7191620,-74.0000100",40.719162,-74.00001,United States
Kanoyama,One,Japanese,USD,New-York-State,63,"40.7306576,-73.9864662",40.7306576,-73.9864662,United States
Gabriel Kreuther,Two,New American,USD,New-York-State,151.5,"40.7539700,-73.9820250",40.75397,-73.982025,United States
Cote,One,Korean,USD,New-York-State,115,"40.7414233,-73.9914627",40.7414233,-73.9914627,United States
Ai Fiori,One,Italian,USD,New-York-State,102,"40.7501300,-73.9835700",40.75013,-73.98357,United States
Le Bernardin,Three,Seafood,USD,New-York-State,112.5,"40.7617700,-73.9822300",40.76177,-73.98223,United States
Benno,One,Italian,USD,New-York-State,100,"40.7439284,-73.9872554",40.7439284,-73.9872554,United States
Aska,Two,Scandinavian,USD,New-York-State,207,"40.7122200,-73.9664200",40.71222,-73.96642,United States
Chef's Table at Brooklyn Fare,Three,New American,USD,New-York-State,235,"40.7560823,-73.9964997",40.7560823,-73.9964997,United States
L'Atelier de JoÎl Robuchon,Two,French,USD,New-York-State,169,"40.7428946,-74.0077138",40.7428946,-74.0077138,United States
B‚tard,One,New American,USD,New-York-State,80,"40.7196160,-74.0058900",40.719616,-74.00589,United States
Ukiyo,One,New American,USD,New-York-State,92,"40.7269215,-73.9892273",40.7269215,-73.9892273,United States
Caviar Russe,One,New American,USD,New-York-State,122,"40.7606850,-73.9735500",40.760685,-73.97355,United States
Contra,One,New American,USD,New-York-State,112.5,"40.7199170,-73.9892200",40.719917,-73.98922,United States
L'Appart,One,French,USD,New-York-State,167.5,"40.7121897,-74.0155187",40.7121897,-74.0155187,United States
Sushi Yasuda,One,Japanese,USD,New-York-State,149,"40.7510800,-73.9736400",40.75108,-73.97364,United States
Daniel,Two,French,USD,New-York-State,112.5,"40.7667521,-73.9675039",40.7667521,-73.9675039,United States
Tempura Matsui,One,Japanese,USD,New-York-State,135,"40.7483900,-73.9747400",40.74839,-73.97474,United States
Gramercy Tavern,One,New American,USD,New-York-State,95,"40.7387578,-73.9889910",40.7387578,-73.988991,United States
Casa Enrique,One,Mexican,USD,New-York-State,45,"40.7434588,-73.9542808",40.7434588,-73.9542808,United States
Aquavit,Two,Scandinavian,USD,New-York-State,127.5,"40.7607800,-73.9721400",40.76078,-73.97214,United States
Sushi Nakazawa,One,Japanese,USD,New-York-State,112.5,"40.7317160,-74.0045100",40.731716,-74.00451,United States
Jeju Noodle Bar,One,Korean,USD,New-York-State,38,"40.7329520,-74.0074400",40.732952,-74.00744,United States
The Clocktower,One,New American,USD,New-York-State,62.5,"40.7413666,-73.9875324",40.7413666,-73.9875324,United States
Kosaka,One,Japanese,USD,New-York-State,115,"40.7383160,-74.0013700",40.738316,-74.00137,United States
Carbone,One,Italian,USD,New-York-State,112.5,"40.7279660,-74.0001700",40.727966,-74.00017,United States
Chestnut,One,Contemporary ,EUR,Cork,80.48,"51.5625880,-9.4608540",51.562588,-9.460854,Republic of Ireland
Patrick Guilbaud,Two,Contemporary French,EUR,Dublin,141.53,"53.3384899,-6.2529815",53.3384899,-6.2529815,Republic of Ireland
Aniar,One,Creative,EUR,Galway,99.9,"53.2712212,-9.0569511",53.2712212,-9.0569511,Republic of Ireland
Chapter One,One,Contemporary ,EUR,Dublin,87.14,"53.3543205,-6.2638730",53.3543205,-6.263873,Republic of Ireland
House,One,Contemporary ,EUR,Waterford,109.89,"51.9489847,-7.7150009",51.9489847,-7.7150009,Republic of Ireland
Bastion,One,Contemporary ,EUR,Cork,74.37,"51.7056873,-8.5240664",51.7056873,-8.5240664,Republic of Ireland
The Oak Room,One,Contemporary ,EUR,Limerick,111,"52.5640984,-8.7777301",52.5640984,-8.7777301,Republic of Ireland
Liath,One,Contemporary ,EUR,Dun-Laoghaire-Rathdown,85.47,"53.3014300,-6.1775740",53.30143,-6.177574,Republic of Ireland
Campagne,One,Contemporary  British,EUR,Kilkenny,54.39,"52.6559404,-7.2460437",52.6559404,-7.2460437,Republic of Ireland
Ichigo Ichie,One,Japanese,EUR,Cork,141.53,"51.8981518,-8.4796681",51.8981518,-8.4796681,Republic of Ireland
Variety Jones,One,Contemporary ,EUR,Dublin,61.05,"53.3430238,-6.2762931",53.3430238,-6.2762931,Republic of Ireland
L'Ecrivain,One,Contemporary ,EUR,Dublin,84.36,"53.3363026,-6.2484785",53.3363026,-6.2484785,Republic of Ireland
Mews,One,Contemporary ,EUR,Cork,105.45,"51.4833531,-9.3729126",51.4833531,-9.3729126,Republic of Ireland
Lady Helen,One,Contemporary ,EUR,Kilkenny,105.45,"52.5249276,-7.1895557",52.5249276,-7.1895557,Republic of Ireland
Greenhouse,Two,Contemporary ,EUR,Dublin,91.58,"53.3400420,-6.2585060",53.340042,-6.258506,Republic of Ireland
Aimsir,Two,Contemporary ,EUR,Kildare,127.65,"53.2990793,-6.5582175",53.2990793,-6.5582175,Republic of Ireland
Loam,One,Creative,EUR,Galway,85.47,"53.2740924,-9.0449828",53.2740924,-9.0449828,Republic of Ireland
Wild Honey Inn,One,Classic,EUR,Clare,61.05,"53.0287018,-9.2955931",53.0287018,-9.2955931,Republic of Ireland
Olive Tree,One,Contemporary ,GBP,Bath-And-North-East-Somerset,76.11,"51.3872679,-2.3630073",51.3872679,-2.3630073,United Kingdom
Brat,One,Traditional British,GBP,Greater-London,58.05,"51.5242605,-0.0769891",51.5242605,-0.0769891,United Kingdom
The Neptune,One,Contemporary ,GBP,Norfolk,91.59,"52.9510372,0.5092693",52.9510372,0.5092693,United Kingdom
The Cellar,One,Contemporary ,GBP,Fife,70.95,"56.2221260,-2.6963210",56.222126,-2.696321,United Kingdom
The Man Behind The Curtain,One,Creative,GBP,West-Yorkshire,99.98,"53.7982480,-1.5399391",53.798248,-1.5399391,United Kingdom
L'Ortolan,One,Contemporary French,GBP,Wokingham,94.81,"51.4085672,-0.9535434",51.4085672,-0.9535434,United Kingdom
Le Gavroche,Two,French,GBP,Greater-London,161.25,"51.5114004,-0.1550473",51.5114004,-0.1550473,United Kingdom
Seven Park Place,One,Contemporary ,GBP,Greater-London,79.34,"51.5062421,-0.1402410",51.5062421,-0.140241,United Kingdom
The Cross at Kenilworth,One,Classic,GBP,Warwickshire,67.08,"52.3502061,-1.5802893",52.3502061,-1.5802893,United Kingdom
The Dining Room,Two,Asian Influences,GBP,Wiltshire,141.9,"51.5837600,-2.1495400",51.58376,-2.14954,United Kingdom
La Dame de Pic,Two,Contemporary French,GBP,Greater-London,100.62,"51.5100980,-0.0778634",51.510098,-0.0778634,United Kingdom
L'Enclume,Two,Creative,GBP,Cumbria,138.03,"54.2017254,-2.9538566",54.2017254,-2.9538566,United Kingdom
Restaurant Gordon Ramsay,Three,French,GBP,Greater-London,164.47,"51.4854474,-0.1622116",51.4854474,-0.1622116,United Kingdom
Da Terra,One,Contemporary ,GBP,Greater-London,105.14,"51.5304977,-0.0562277",51.5304977,-0.0562277,United Kingdom
The Ninth,One,Mediterranean,GBP,Greater-London,56.12,"51.5187500,-0.1350068",51.51875,-0.1350068,United Kingdom
Chez Bruce,One,French,GBP,Greater-London,62.57,"51.4464060,-0.1653412",51.446406,-0.1653412,United Kingdom
Sosban & The Old Butchers,One,Contemporary ,GBP,Isle-Of-Anglesey,92.88,"53.2260429,-4.1629487",53.2260429,-4.1629487,United Kingdom
Clock House,One,Contemporary ,GBP,Surrey,83.85,"51.3003436,-0.4926149",51.3003436,-0.4926149,United Kingdom
Le Champignon Sauvage,One,Contemporary ,GBP,Gloucestershire,77.4,"51.8915462,-2.0789971",51.8915462,-2.0789971,United Kingdom
Opheem,One,Indian,GBP,West-Midlands,64.5,"52.4816331,-1.9079329",52.4816331,-1.9079329,United Kingdom
Lympstone Manor,One,Contemporary ,GBP,Devon,130.94,"50.6402845,-3.4181281",50.6402845,-3.4181281,United Kingdom
The Whitebrook,One,Creative British,GBP,Monmouthshire,81.92,"51.7596970,-2.6869090",51.759697,-2.686909,United Kingdom
Tony Parkin at The Tudor Room,One,Contemporary ,GBP,Surrey,90.3,"51.4171003,-0.5441757",51.4171003,-0.5441757,United Kingdom
Interlude,One,Creative,GBP,West-Sussex,135.45,"51.0219680,-0.2582734",51.021968,-0.2582734,United Kingdom
Restaurant Tristan,One,Contemporary  British,GBP,West-Sussex,77.4,"51.0617389,-0.3268238",51.0617389,-0.3268238,United Kingdom
Simon Radley at Chester Grosvenor,One,Contemporary ,GBP,Cheshire-West-And-Chester,112.23,"53.1906400,-2.8891300",53.19064,-2.88913,United Kingdom
Club Gascon,One,French,GBP,Greater-London,93.53,"51.5185488,-0.1004602",51.5185488,-0.1004602,United Kingdom
Harwood Arms,One,Contemporary  British,GBP,Greater-London,53.54,"51.4829465,-0.1963894",51.4829465,-0.1963894,United Kingdom
Ikoyi,One,Creative,GBP,Greater-London,87.08,"51.5092456,-0.1332882",51.5092456,-0.1332882,United Kingdom
Pony & Trap,One,Contemporary  British,GBP,Bath-And-North-East-Somerset,59.34,"51.3498596,-2.5930954",51.3498596,-2.5930954,United Kingdom
Kitchen W8,One,Contemporary ,GBP,Greater-London,64.5,"51.4991407,-0.1969975",51.4991407,-0.1969975,United Kingdom
Purnell's,One,Contemporary ,GBP,West-Midlands,90.3,"52.4825696,-1.9018044",52.4825696,-1.9018044,United Kingdom
Maos,One,Innovative,GBP,Greater-London,193.5,"51.5244378,-0.0751801",51.5244378,-0.0751801,United Kingdom
Coworth Park,One,Contemporary ,GBP,Windsor-And-Maidenhead,93.53,"51.4046300,-0.6167150",51.40463,-0.616715,United Kingdom
Salt,One,Contemporary  British,GBP,Warwickshire,66.44,"52.1896465,-1.7092512",52.1896465,-1.7092512,United Kingdom
Fat Duck,Three,Creative,GBP,Windsor-And-Maidenhead,419.25,"51.5077686,-0.7017171",51.5077686,-0.7017171,United Kingdom
Gymkhana,One,Indian,GBP,Greater-London,76.11,"51.5085546,-0.1414393",51.5085546,-0.1414393,United Kingdom
Restaurant Sat Bains,Two,Creative,GBP,Nottingham-Region,148.35,"52.9245584,-1.1727586",52.9245584,-1.1727586,United Kingdom
Tim Allen's Flitch of Bacon,One,Contemporary  British,GBP,Essex,65.79,"51.8674810,0.4041489",51.867481,0.4041489,United Kingdom
Condita,One,Contemporary ,GBP,City-Of-Edinburgh,83.85,"55.9371471,-3.1789471",55.9371471,-3.1789471,United Kingdom
Sorrel,One,Contemporary  British,GBP,Surrey,90.3,"51.2290642,-0.3344885",51.2290642,-0.3344885,United Kingdom
The Sportsman,One,Contemporary  British,GBP,Kent,72.24,"51.3438924,0.9591549",51.3438924,0.9591549,United Kingdom
Ynyshir,One,Creative,GBP,Ceredigion,258,"52.5447331,-3.9425988",52.5447331,-3.9425988,United Kingdom
Angler,One,Seafood,GBP,Greater-London,71.59,"51.5189996,-0.0867369",51.5189996,-0.0867369,United Kingdom
Aquavit,One,Scandinavian,GBP,Greater-London,56.76,"51.5088715,-0.1331370",51.5088715,-0.133137,United Kingdom
La Trompette,One,Contemporary  British,GBP,Greater-London,74.17,"51.4922313,-0.2561333",51.4922313,-0.2561333,United Kingdom
Morston Hall,One,Contemporary  British,GBP,Norfolk,122.55,"52.9551320,0.9861885",52.955132,0.9861885,United Kingdom
Locanda Locatelli,One,Italian,GBP,Greater-London,96.75,"51.5150849,-0.1568275",51.5150849,-0.1568275,United Kingdom
HÈlËne Darroze at The Connaught,Two,Contemporary ,GBP,Greater-London,158.03,"51.5101880,-0.1492905",51.510188,-0.1492905,United Kingdom
River CafÈ,One,Italian,GBP,Greater-London,105.14,"51.4840530,-0.2243445",51.484053,-0.2243445,United Kingdom
Adam's,One,Contemporary ,GBP,West-Midlands,87.08,"52.4799702,-1.9013829",52.4799702,-1.9013829,United Kingdom
White Swan,One,Contemporary  British,GBP,Lancashire,61.27,"53.8392556,-2.2508633",53.8392556,-2.2508633,United Kingdom
CORE by Clare Smyth,Two,Contemporary  British,GBP,Greater-London,138.68,"51.5126223,-0.2030635",51.5126223,-0.2030635,United Kingdom
Loch Bay,One,Contemporary ,GBP,Highland,67.08,"57.5148203,-6.5709882",57.5148203,-6.5709882,United Kingdom
Bybrook,One,Contemporary  British,GBP,Wiltshire,109.65,"51.4939534,-2.2320837",51.4939534,-2.2320837,United Kingdom
Nut Tree,One,Traditional British,GBP,Oxfordshire,72.24,"51.8362274,-1.1496883",51.8362274,-1.1496883,United Kingdom
Fraiche,One,Creative,GBP,Merseyside,92.23,"53.3820428,-3.0429254",53.3820428,-3.0429254,United Kingdom
The Royal Oak,One,Contemporary  British,GBP,Warwickshire,54.18,"52.0992219,-1.5630817",52.0992219,-1.5630817,United Kingdom
Pipe and Glass,One,Contemporary  British,GBP,East-Riding-Of-Yorkshire,56.12,"53.8954102,-0.5345607",53.8954102,-0.5345607,United Kingdom
John's House,One,Contemporary ,GBP,Leicestershire,70.31,"52.7328140,-1.1457731",52.732814,-1.1457731,United Kingdom
Kitchin,One,Contemporary ,GBP,City-Of-Edinburgh,74.17,"55.9769670,-3.1728420",55.976967,-3.172842,United Kingdom
Endo at The Rotunda,One,Japanese,GBP,Greater-London,146.41,"51.5105695,-0.2276867",51.5105695,-0.2276867,United Kingdom
Dysart Petersham,One,Contemporary ,GBP,Greater-London,59.98,"51.4463320,-0.3002443",51.446332,-0.3002443,United Kingdom
Hakkasan Mayfair,One,Chinese,GBP,Greater-London,98.04,"51.5103896,-0.1449226",51.5103896,-0.1449226,United Kingdom
Hambleton Hall,One,Classic,GBP,Rutland,89.01,"52.6573700,-0.6681200",52.65737,-0.66812,United Kingdom
Rogan & Co,One,Creative British,GBP,Cumbria,47.73,"54.2008861,-2.9536555",54.2008861,-2.9536555,United Kingdom
Ledbury,Two,Contemporary ,GBP,Greater-London,148.35,"51.5167610,-0.1999511",51.516761,-0.1999511,United Kingdom
Allium at Askham Hall,One,Contemporary  British,GBP,Cumbria,80.62,"54.6084828,-2.7509400",54.6084828,-2.75094,United Kingdom
Amaya,One,Indian,GBP,Greater-London,76.75,"51.4991200,-0.1573100",51.49912,-0.15731,United Kingdom
The Muddlers Club,One,Contemporary ,GBP,Belfast-Region,54.83,"54.6015125,-5.9275156",54.6015125,-5.9275156,United Kingdom
Dining Room at The Goring,One,Traditional British,GBP,Greater-London,74.82,"51.4977119,-0.1456345",51.4977119,-0.1456345,United Kingdom
The Peat Inn,One,Classic,GBP,Fife,66.44,"56.2786100,-2.8845797",56.27861,-2.8845797,United Kingdom
Restaurant Hywel Jones by Lucknam Park,One,Contemporary  British,GBP,Wiltshire,130.29,"51.4562378,-2.2587401",51.4562378,-2.2587401,United Kingdom
CÈleste,One,Contemporary French,GBP,Greater-London,89.66,"51.5028082,-0.1527168",51.5028082,-0.1527168,United Kingdom
Mana,One,Creative British,GBP,Greater-Manchester,99.98,"53.4848303,-2.2279402",53.4848303,-2.2279402,United Kingdom
Galvin La Chapelle,One,French,GBP,Greater-London,74.17,"51.5203953,-0.0783490",51.5203953,-0.078349,United Kingdom
Paul Ainsworth at No.6,One,Contemporary ,GBP,Cornwall,79.34,"50.5414818,-4.9398864",50.5414818,-4.9398864,United Kingdom
Greenhouse,Two,Creative,GBP,Greater-London,129,"51.5078984,-0.1491827",51.5078984,-0.1491827,United Kingdom
Ritz Restaurant,One,Contemporary  British,GBP,Greater-London,128.35,"51.5072800,-0.1414100",51.50728,-0.14141,United Kingdom
