Name,Stars,Cuisine,Currency_Type,Region,Mid_Point,coor,Latitude,Longitude,Country
Val d'Auge,One,Contemporary ,EUR,Hauts-De-France,86.58,"50.7003027,3.0944903",50.7003027,3.0944903,France
Christophe BacquiÈ,Three,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,233.1,"43.2502823,5.7835029",43.2502823,5.7835029,France
Hostellerie JÈrÙme,Two,Mediterranean,EUR,Provence-Alpes-Cote-Dazur,155.4,"43.7451440,7.4002192",43.745144,7.4002192,France
Les MorainiËres,Two,Creative,EUR,Auvergne-Rhone-Alpes,135.98,"45.7445144,5.7985494",45.7445144,5.7985494,France
Le Petit HÙtel du Grand Large,One,Contemporary ,EUR,Bretagne,77.7,"47.5301500,-3.1463300",47.53015,-3.14633,France
L'Atelier de JoÎl Robuchon - …toile,Two,Creative,EUR,Ile-De-France,152.07,"48.8728404,2.2973168",48.8728404,2.2973168,France
Le KaÔku,One,Contemporary ,EUR,Nouvelle-Aquitaine,73.82,"43.3887002,-1.6644341",43.3887002,-1.6644341,France
Maison PrÈvÙt,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,72.15,"43.8313800,5.0391216",43.83138,5.0391216,France
Le Ch‚teau de Sable,One,Contemporary ,EUR,Bretagne,80.48,"48.5167139,-4.7628871",48.5167139,-4.7628871,France
Pavyllon,One,Contemporary ,EUR,Ile-De-France,168.17,"48.8659800,2.3156700",48.86598,2.31567,France
Relais de la Poste,Two,Classic,EUR,Nouvelle-Aquitaine,116.55,"43.7787609,-1.2178012",43.7787609,-1.2178012,France
La Table des Blot - Auberge du Ch‚teau,One,Contemporary ,EUR,Ile-De-France,57.72,"48.7061901,1.9876552",48.7061901,1.9876552,France
L'Atelier de JoÎl Robuchon - St-Germain,Two,Creative,EUR,Ile-De-France,152.62,"48.8568100,2.3278568",48.85681,2.3278568,France
Pilgrim,One,Contemporary ,EUR,Ile-De-France,108.23,"48.8424949,2.3140268",48.8424949,2.3140268,France
Azimut,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,78.26,"45.4332900,6.6234500",45.43329,6.62345,France
La Table de la Bergerie,One,Contemporary ,EUR,Pays-De-La-Loire,54.95,"47.2680300,-0.5923800",47.26803,-0.59238,France
Julien Binz,One,Contemporary ,EUR,Grand-Est,80.48,"48.1254910,7.2828891",48.125491,7.2828891,France
Le Royal,One,Contemporary ,EUR,Grand-Est,194.25,"49.0912374,3.9767776",49.0912374,3.9767776,France
AgapÈ,One,Contemporary ,EUR,Ile-De-France,128.76,"48.8850540,2.3070328",48.885054,2.3070328,France
Le Taillevent,Two,Classic,EUR,Ile-De-France,202.58,"48.8741950,2.3024829",48.874195,2.3024829,France
L'…mulsion,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,68.82,"45.6022900,5.2286700",45.60229,5.22867,France
Le Saint-James,One,Contemporary ,EUR,Nouvelle-Aquitaine,132.65,"44.8142793,-0.5038692",44.8142793,-0.5038692,France
L'Abysse au Pavillon Ledoyen,Two,Japanese,EUR,Ile-De-France,209.79,"48.8662069,2.3164988",48.8662069,2.3164988,France
Skab,One,Contemporary ,EUR,Occitanie,99.9,"43.8331870,4.3592100",43.833187,4.35921,France
Ithurria,One,Contemporary ,EUR,Nouvelle-Aquitaine,77.7,"43.3076800,-1.4991200",43.30768,-1.49912,France
Auberge St-Laurent,One,Contemporary ,EUR,Grand-Est,66.05,"47.6540637,7.4539991",47.6540637,7.4539991,France
L'Archeste,One,Creative,EUR,Ile-De-France,128.76,"48.8617373,2.2782878",48.8617373,2.2782878,France
Anne de Bretagne,Two,Contemporary ,EUR,Pays-De-La-Loire,125.43,"47.1548686,-2.2134767",47.1548686,-2.2134767,France
Maison Lameloise,Three,Contemporary ,EUR,Bourgogne-Franche-Comte,177.6,"46.9079964,4.7530169",46.9079964,4.7530169,France
Initial,One,Creative,EUR,Normandie,58.28,"49.1829317,-0.3712214",49.1829317,-0.3712214,France
"114, Faubourg",One,Contemporary ,EUR,Ile-De-France,128.76,"48.8717748,2.3142125",48.8717748,2.3142125,France
Auberge de l'Abbaye,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,74.37,"46.0073829,5.3606423",46.0073829,5.3606423,France
Le Grand Bleu,One,Creative,EUR,Nouvelle-Aquitaine,86.58,"44.8775471,1.2198525",44.8775471,1.2198525,France
Le Vivier,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,69.93,"43.9257707,5.0633622",43.9257707,5.0633622,France
La Table de Nans,One,Mediterranean,EUR,Provence-Alpes-Cote-Dazur,91.02,"43.1829200,5.6658700",43.18292,5.66587,France
Flocons de Sel,Three,Creative,EUR,Auvergne-Rhone-Alpes,271.95,"45.8235400,6.6000700",45.82354,6.60007,France
David Toutain,Two,Creative,EUR,Ile-De-France,177.6,"48.8602550,2.3096130",48.860255,2.309613,France
L'Oiseau Blanc,One,Contemporary ,EUR,Ile-De-France,124.88,"48.8709900,2.2932800",48.87099,2.29328,France
Le Hittau,One,Contemporary ,EUR,Nouvelle-Aquitaine,66.6,"43.6616803,-1.2963393",43.6616803,-1.2963393,France
1920,Two,Contemporary ,EUR,Auvergne-Rhone-Alpes,202.58,"45.8468900,6.6443900",45.84689,6.64439,France
La Tour des Vents,One,Contemporary ,EUR,Nouvelle-Aquitaine,78.26,"44.7969051,0.4609734",44.7969051,0.4609734,France
Le PrieurÈ,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,84.92,"46.1038000,3.8958060",46.1038,3.895806,France
Meurin,Two,Contemporary ,EUR,Hauts-De-France,160.95,"50.5824660,2.5118120",50.582466,2.511812,France
Le Candille,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,133.2,"43.5986261,6.9901909",43.5986261,6.9901909,France
La Table d'HÙtes - Le QuatriËme Mur,One,Creative,EUR,Nouvelle-Aquitaine,188.7,"44.8425800,-0.5742300",44.84258,-0.57423,France
La Table d'Olivier,One,Contemporary ,EUR,Nouvelle-Aquitaine,57.17,"45.1589900,1.5309000",45.15899,1.5309,France
Ed.Em,One,Contemporary ,EUR,Bourgogne-Franche-Comte,76.04,"46.9384965,4.7307466",46.9384965,4.7307466,France
Le Puits St-Jacques,Two,Creative,EUR,Occitanie,96.57,"43.5908560,1.1501235",43.590856,1.1501235,France
La Table de Patrick Raingeard,One,Creative,EUR,Provence-Alpes-Cote-Dazur,127.1,"43.7183767,7.3740767",43.7183767,7.3740767,France
La Table de Xavier Mathieu,One,Creative,EUR,Provence-Alpes-Cote-Dazur,158.18,"43.9291394,5.2558690",43.9291394,5.255869,France
Les Climats,One,Contemporary ,EUR,Ile-De-France,160.4,"48.8588491,2.3284882",48.8588491,2.3284882,France
Auberge de la Charme,One,Creative,EUR,Bourgogne-Franche-Comte,79.37,"47.3758394,4.8989237",47.3758394,4.8989237,France
JAN,One,Creative,EUR,Provence-Alpes-Cote-Dazur,157.07,"43.6998945,7.2848004",43.6998945,7.2848004,France
Les Jardins de l'Espadon,One,Contemporary ,EUR,Ile-De-France,174.83,"48.8676950,2.3291225",48.867695,2.3291225,France
Les Oliviers,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,133.2,"43.1331000,5.7511800",43.1331,5.75118,France
Les CËdres,Two,Classic,EUR,Auvergne-Rhone-Alpes,122.1,"45.0502232,4.9836597",45.0502232,4.9836597,France
Le Village,One,Contemporary ,EUR,Ile-De-France,164.84,"48.8672449,2.0941041",48.8672449,2.0941041,France
Penati al Baretto,One,Italian,EUR,Ile-De-France,82.7,"48.8737000,2.3005900",48.8737,2.30059,France
Le Cinq,Three,Contemporary ,EUR,Ile-De-France,299.7,"48.8685800,2.3010500",48.86858,2.30105,France
Le Pavillon,One,Creative,EUR,Hauts-De-France,130.43,"50.5223050,1.5905459",50.522305,1.5905459,France
Le Grand VÈfour,Two,Contemporary ,EUR,Ile-De-France,238.65,"48.8663113,2.3377848",48.8663113,2.3377848,France
Alan Geaam,One,Creative,EUR,Ile-De-France,82.14,"48.8714855,2.2923267",48.8714855,2.2923267,France
Nicolas Carro,One,Contemporary ,EUR,Bretagne,82.14,"48.6695489,-3.9114651",48.6695489,-3.9114651,France
Divellec,One,Seafood,EUR,Ile-De-France,143.75,"48.8610318,2.3114674",48.8610318,2.3114674,France
Maison Decoret,One,Creative,EUR,Auvergne-Rhone-Alpes,99.9,"46.1246273,3.4192286",46.1246273,3.4192286,France
Ch‚teau du Mont Joly,One,Contemporary ,EUR,Bourgogne-Franche-Comte,84.92,"47.1231400,5.4568400",47.12314,5.45684,France
1741,One,Contemporary ,EUR,Grand-Est,94.91,"48.5806000,7.7535777",48.5806,7.7535777,France
Au DÈjeuner de Sousceyrac,One,Classic,EUR,Occitanie,72.15,"44.8728614,2.0358483",44.8728614,2.0358483,France
La Table Breizh CafÈ,One,Creative,EUR,Bretagne,109.89,"48.6708056,-1.8517500",48.6708056,-1.85175,France
Toya,One,Creative,EUR,Grand-Est,101.01,"49.0561886,6.6275829",49.0561886,6.6275829,France
Fontevraud Le Restaurant,One,Creative,EUR,Pays-De-La-Loire,94.91,"47.1799509,0.0522555",47.1799509,0.0522555,France
Loiseau des Ducs,One,Contemporary ,EUR,Bourgogne-Franche-Comte,87.69,"47.3209005,5.0412635",47.3209005,5.0412635,France
‘ Saveurs,One,Contemporary ,EUR,Occitanie,69.93,"43.6640000,1.5249750",43.664,1.524975,France
Racines,One,Contemporary ,EUR,Bretagne,56.61,"48.1067400,-1.6861883",48.10674,-1.6861883,France
Takao Takano,Two,Creative,EUR,Auvergne-Rhone-Alpes,105.45,"45.7705183,4.8425758",45.7705183,4.8425758,France
Hostellerie de l'Abbaye de la Celle,One,Mediterranean,EUR,Provence-Alpes-Cote-Dazur,88.25,"43.3938151,6.0405673",43.3938151,6.0405673,France
Au Souper Fin,One,Contemporary ,EUR,Normandie,66.6,"49.6225595,1.1393488",49.6225595,1.1393488,France
Villa RenÈ Lalique,Two,Creative,EUR,Grand-Est,170.94,"48.9186784,7.3651430",48.9186784,7.365143,France
Clovis,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,89.36,"43.7154000,7.0587300",43.7154,7.05873,France
Le Meurice Alain Ducasse,Two,Contemporary ,EUR,Ile-De-France,271.95,"48.8652500,2.3278399",48.86525,2.3278399,France
Le CamÈlia,One,Contemporary ,EUR,Ile-De-France,91.58,"48.8674592,2.1395620",48.8674592,2.139562,France
AtmosphËres,One,Creative,EUR,Auvergne-Rhone-Alpes,103.79,"45.6605093,5.8524583",45.6605093,5.8524583,France
Tentazioni,One,Italian,EUR,Nouvelle-Aquitaine,52.17,"44.8435566,-0.5816042",44.8435566,-0.5816042,France
Emporio Armani CaffË Ristorante,One,Italian,EUR,Ile-De-France,111,"48.8537200,2.3329399",48.85372,2.3329399,France
A Casa di Ma,One,Creative,EUR,Corse,99.9,"42.5811346,8.8319727",42.5811346,8.8319727,France
Ima,One,Contemporary ,EUR,Bretagne,66.6,"48.1066700,-1.6845400",48.10667,-1.68454,France
Maison Kieny,One,Contemporary ,EUR,Grand-Est,79.92,"47.7495850,7.3682191",47.749585,7.3682191,France
Le Chabichou by StÈphane Buron,Two,Classic,EUR,Auvergne-Rhone-Alpes,263.62,"45.4161600,6.6299840",45.41616,6.629984,France
Prima,One,Classic,EUR,Auvergne-Rhone-Alpes,172.05,"45.8564000,6.6285000",45.8564,6.6285,France
Guy Savoy,Three,Creative,EUR,Ile-De-France,404.04,"48.8566900,2.3393097",48.85669,2.3393097,France
JY'S,Two,Creative,EUR,Grand-Est,114.33,"48.0740496,7.3589899",48.0740496,7.3589899,France
Hostellerie la Montagne,One,Contemporary ,EUR,Grand-Est,82.14,"48.2227026,4.8877167",48.2227026,4.8877167,France
La GrenouillËre,Two,Contemporary ,EUR,Hauts-De-France,130.43,"50.4709200,1.7547200",50.47092,1.75472,France
Les Explorateurs,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,132.65,"45.2958300,6.5850900",45.29583,6.58509,France
Le Colombier,One,Contemporary ,EUR,Normandie,69.38,"49.8730636,1.0455053",49.8730636,1.0455053,France
Le Passe Temps,One,Creative,EUR,Auvergne-Rhone-Alpes,70.48,"45.7699970,4.8492390",45.769997,4.849239,France
HervÈ Busset,One,Creative,EUR,Occitanie,99.9,"44.5945000,2.3947792",44.5945,2.3947792,France
L'…crin de Yohann Chapuis,One,Creative,EUR,Bourgogne-Franche-Comte,98.79,"46.5656066,4.9077175",46.5656066,4.9077175,France
Ch‚teau de Pray,One,Contemporary ,EUR,Centre-Val-De-Loire,109.34,"47.4248700,1.0156400",47.42487,1.01564,France
En Pleine Nature,One,Contemporary ,EUR,Occitanie,61.61,"43.5853642,1.5295482",43.5853642,1.5295482,France
Ch‚teau de Sully,One,Contemporary ,EUR,Normandie,102.12,"49.2993518,-0.7316203",49.2993518,-0.7316203,France
Yam'Tcha,One,Creative,EUR,Ile-De-France,166.5,"48.8615700,2.3418700",48.86157,2.34187,France
Casadelmar,Two,Contemporary ,EUR,Corse,235.88,"41.5952300,9.3120800",41.59523,9.31208,France
Il Cortile,One,Mediterranean,EUR,Grand-Est,77.15,"47.7476982,7.3339923",47.7476982,7.3339923,France
Le Cap,One,Creative,EUR,Provence-Alpes-Cote-Dazur,186.48,"43.6774405,7.3306300",43.6774405,7.33063,France
Oka,One,Creative,EUR,Ile-De-France,83.25,"48.8402017,2.3460191",48.8402017,2.3460191,France
La Table de Philippe Girardon,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,94.35,"45.4569170,4.8114519",45.456917,4.8114519,France
Guy Lassausaie,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,108.23,"45.8726700,4.7706600",45.87267,4.77066,France
Flaveurs,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,71.04,"44.9327200,4.8909500",44.93272,4.89095,France
La Pomme d'Api,One,Creative,EUR,Bretagne,76.59,"48.6842867,-3.9871351",48.6842867,-3.9871351,France
Terre-Mer au Domaine de Kerdrain,One,Contemporary ,EUR,Bretagne,68.82,"47.6674513,-2.9894962",47.6674513,-2.9894962,France
La Table Saint-Crescent,Two,Creative,EUR,Occitanie,80.48,"43.1742900,2.9922100",43.17429,2.99221,France
Helen,One,Seafood,EUR,Ile-De-France,120.99,"48.8751015,2.3041705",48.8751015,2.3041705,France
L'O des Vignes,One,Contemporary ,EUR,Bourgogne-Franche-Comte,57.17,"46.2800830,4.7434110",46.280083,4.743411,France
Mon Plaisir,One,Contemporary ,EUR,Bourgogne-Franche-Comte,79.37,"47.3466011,6.8272117",47.3466011,6.8272117,France
Le Pot d'…tain,One,Contemporary ,EUR,Bourgogne-Franche-Comte,86.58,"47.6160064,6.8592762",47.6160064,6.8592762,France
Le Relais des Moines,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,98.79,"43.4663900,6.4902600",43.46639,6.49026,France
Le CloÓtre,One,Creative,EUR,Provence-Alpes-Cote-Dazur,133.2,"43.9379428,5.7707251",43.9379428,5.7707251,France
Les Terrasses de Lyon,One,Classic,EUR,Auvergne-Rhone-Alpes,99.9,"45.7632500,4.8257450",45.76325,4.825745,France
Ivan Vautier,One,Contemporary ,EUR,Normandie,81.03,"49.1741060,-0.3905952",49.174106,-0.3905952,France
Le Brittany,One,Contemporary ,EUR,Bretagne,124.32,"48.7245609,-3.9718816",48.7245609,-3.9718816,France
La Dame de Pic,One,Creative,EUR,Ile-De-France,120.99,"48.8613536,2.3411279",48.8613536,2.3411279,France
La Fourchette des Ducs,Two,Creative,EUR,Grand-Est,194.25,"48.4614900,7.4881697",48.46149,7.4881697,France
Le France,One,Contemporary ,EUR,Bourgogne-Franche-Comte,62.72,"47.0593776,6.6702742",47.0593776,6.6702742,France
Le Manoir du Lys,One,Contemporary ,EUR,Normandie,82.7,"48.5619850,-0.4448214",48.561985,-0.4448214,France
La Bastide St-Antoine,One,ProvenÁal,EUR,Provence-Alpes-Cote-Dazur,157.62,"43.6454752,6.9257262",43.6454752,6.9257262,France
Moulin d'Alotz,One,Creative,EUR,Nouvelle-Aquitaine,76.59,"43.4214550,-1.5384599",43.421455,-1.5384599,France
Les Rosiers,One,Contemporary ,EUR,Nouvelle-Aquitaine,98.79,"43.4676100,-1.5535100",43.46761,-1.55351,France
Le Sergent Recruteur,One,Contemporary ,EUR,Ile-De-France,120.99,"48.8519676,2.3560942",48.8519676,2.3560942,France
Auberge de la Brie,One,Contemporary ,EUR,Ile-De-France,76.04,"48.8854300,2.8557900",48.88543,2.85579,France
Automne,One,Contemporary ,EUR,Ile-De-France,64.94,"48.8558800,2.3816000",48.85588,2.3816,France
L'Orangerie,One,Contemporary ,EUR,Ile-De-France,122.66,"48.8685800,2.3010500",48.86858,2.30105,France
Le BelvÈdËre,One,Contemporary ,EUR,Occitanie,83.25,"44.4727500,2.7199200",44.47275,2.71992,France
La GourmandiËre - La Table d'Olivier,One,Contemporary ,EUR,Bretagne,81.59,"47.6700971,-2.7430095",47.6700971,-2.7430095,France
Le Haut-Allier,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,87.69,"44.9183000,3.6727100",44.9183,3.67271,France
Michel Trama,One,Creative,EUR,Nouvelle-Aquitaine,157.07,"44.1870457,0.7973007",44.1870457,0.7973007,France
La Table d'EugËne,One,Contemporary ,EUR,Ile-De-France,97.13,"48.8911415,2.3470432",48.8911415,2.3470432,France
Sur Mesure par Thierry Marx,Two,Creative,EUR,Ile-De-France,155.4,"48.8668700,2.3275900",48.86687,2.32759,France
La Huchette,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,81.59,"46.2987913,4.8826914",46.2987913,4.8826914,France
Py-r,Two,Contemporary ,EUR,Occitanie,75.48,"43.5993130,1.4408583",43.599313,1.4408583,France
Ch‚teau de Vauchoux,One,Classic,EUR,Bourgogne-Franche-Comte,129.31,"47.6633000,6.0293600",47.6633,6.02936,France
Maximin Hellio,One,Contemporary ,EUR,Normandie,92.13,"49.3592817,0.0770849",49.3592817,0.0770849,France
Le MillÈnaire,One,Contemporary ,EUR,Grand-Est,92.69,"49.2561358,4.0341286",49.2561358,4.0341286,France
L'Atelier Alexandre Bousquet,One,Contemporary ,EUR,Nouvelle-Aquitaine,72.15,"43.4499578,-1.5446149",43.4499578,-1.5446149,France
Le SÈnÈchal,One,Contemporary ,EUR,Occitanie,91.58,"44.2200424,2.3182037",44.2200424,2.3182037,France
Ursus,One,Creative,EUR,Auvergne-Rhone-Alpes,130.98,"45.4568600,6.9006000",45.45686,6.9006,France
La Table d'HÙte,One,Contemporary ,EUR,Bourgogne-Franche-Comte,67.71,"47.2239910,4.9696166",47.223991,4.9696166,France
L'Ours,One,Contemporary ,EUR,Ile-De-France,88.8,"48.8476098,2.4367513",48.8476098,2.4367513,France
Logis de la CadËne,One,Contemporary ,EUR,Nouvelle-Aquitaine,74.37,"44.8936800,-0.1556300",44.89368,-0.15563,France
Le Grand Cap,One,Contemporary ,EUR,Occitanie,90.47,"42.9116856,3.0574165",42.9116856,3.0574165,France
JÈrÈmy Galvan,One,Creative,EUR,Auvergne-Rhone-Alpes,79.92,"45.7625200,4.8266900",45.76252,4.82669,France
Marsan par HÈlËne Darroze,One,Contemporary ,EUR,Ile-De-France,166.5,"48.8500800,2.3278298",48.85008,2.3278298,France
Gordon Ramsay au Trianon,One,Creative,EUR,Ile-De-France,175.94,"48.8112259,2.1209203",48.8112259,2.1209203,France
SEPT,One,Contemporary ,EUR,Occitanie,86.58,"43.6087800,1.4415200",43.60878,1.44152,France
Nakatani,One,Contemporary ,EUR,Ile-De-France,129.31,"48.8482237,2.3196445",48.8482237,2.3196445,France
Le Gabriel,Two,Contemporary ,EUR,Ile-De-France,216.45,"48.8693842,2.3136454",48.8693842,2.3136454,France
Auberge du Vieux Puits,Three,Creative,EUR,Occitanie,199.8,"43.0481728,2.7893292",43.0481728,2.7893292,France
Le KlÈber,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,81.59,"44.7272933,5.0244925",44.7272933,5.0244925,France
Astrance,Two,Creative,EUR,Ile-De-France,191.48,"48.8583529,2.2874882",48.8583529,2.2874882,France
Cicada - La Table du Hameau,One,Creative,EUR,Provence-Alpes-Cote-Dazur,113.78,"43.7263767,4.7878611",43.7263767,4.7878611,France
Les PyrÈnÈes,One,Classic,EUR,Nouvelle-Aquitaine,87.14,"43.1632428,-1.2377019",43.1632428,-1.2377019,France
La Palme d'Or,Two,Creative,EUR,Provence-Alpes-Cote-Dazur,208.68,"43.5479133,7.0302834",43.5479133,7.0302834,France
Maison Hache,One,ProvenÁal,EUR,Provence-Alpes-Cote-Dazur,86.58,"43.7609722,4.9499672",43.7609722,4.9499672,France
En Marge,One,Creative,EUR,Occitanie,119.88,"43.4908300,1.4408700",43.49083,1.44087,France
Le Clair de la Plume,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,99.9,"44.4195043,4.9071690",44.4195043,4.907169,France
Le Favre d'Anne,One,Creative,EUR,Pays-De-La-Loire,85.47,"47.4682600,-0.5503100",47.46826,-0.55031,France
JÈrÙme Feck,One,Contemporary ,EUR,Grand-Est,111.56,"48.9569474,4.3647659",48.9569474,4.3647659,France
Fanny Rey & Jonathan Wahid,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,135.98,"43.7886522,4.8332816",43.7886522,4.8332816,France
La LiÈgeoise,One,Contemporary ,EUR,Hauts-De-France,91.58,"50.7677900,1.6070900",50.76779,1.60709,France
Auberge de l'Œle Barbe,One,Classic,EUR,Auvergne-Rhone-Alpes,115.44,"45.7976900,4.8333900",45.79769,4.83339,France
Maison DufossÈ - La Table,One,Contemporary ,EUR,Grand-Est,138.2,"49.1139943,6.1704114",49.1139943,6.1704114,France
Lucas Carton,One,Contemporary ,EUR,Ile-De-France,182.6,"48.8696353,2.3233459",48.8696353,2.3233459,France
Jean-Luc Tartarin,Two,Contemporary ,EUR,Normandie,160.95,"49.4937265,0.1029419",49.4937265,0.1029419,France
Le Coquillage,Two,Seafood,EUR,Bretagne,117.11,"48.6373000,-1.8693900",48.6373,-1.86939,France
Un Parfum de Gourmandise,One,Creative,EUR,Nouvelle-Aquitaine,59.94,"45.1775600,0.7300900",45.17756,0.73009,France
L'Ekrin by Laurent Azoulay,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,222,"45.3937000,6.5673400",45.3937,6.56734,France
CobÈa,One,Contemporary ,EUR,Ile-De-France,99.9,"48.8363438,2.3224724",48.8363438,2.3224724,France
Le Saison,One,Contemporary ,EUR,Bretagne,98.79,"48.1536100,-1.6805800",48.15361,-1.68058,France
La Palmeraie,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,134.31,"43.1918900,6.5882460",43.19189,6.588246,France
La Balette,One,Contemporary ,EUR,Occitanie,93.24,"42.5244835,3.0890189",42.5244835,3.0890189,France
L'Oustalet,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,82.14,"44.1637092,5.0044561",44.1637092,5.0044561,France
Le Pily,One,Creative,EUR,Normandie,72.71,"49.6401860,-1.6229420",49.640186,-1.622942,France
ArpËge,Three,Creative,EUR,Ile-De-France,330.23,"48.8557310,2.3169648",48.855731,2.3169648,France
La Nouvelle Auberge,One,Contemporary ,EUR,Grand-Est,77.15,"48.0461584,7.2079735",48.0461584,7.2079735,France
L'Anthocyane,One,Contemporary ,EUR,Bretagne,57.17,"48.7329096,-3.4599470",48.7329096,-3.459947,France
La Promenade,One,Creative,EUR,Occitanie,72.15,"43.6568396,1.6596159",43.6568396,1.6596159,France
Choko Ona,One,Contemporary ,EUR,Nouvelle-Aquitaine,49.95,"43.3416000,-1.4447745",43.3416,-1.4447745,France
Le Jardin des Plumes,One,Creative,EUR,Normandie,91.58,"49.0755925,1.5259019",49.0755925,1.5259019,France
Restaurant du Palais Royal,One,Creative,EUR,Ile-De-France,128.21,"48.8657990,2.3390068",48.865799,2.3390068,France
L'Aupiho,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,141.53,"43.7358492,4.7974156",43.7358492,4.7974156,France
Le St-Martin,One,Contemporary ,EUR,Bourgogne-Franche-Comte,68.82,"47.5109000,6.7980700",47.5109,6.79807,France
Le Moulin de LÈrÈ,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,72.15,"46.3001500,6.5395900",46.30015,6.53959,France
Le CarrÈ d'Alethius,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,72.71,"44.8615200,4.8337350",44.86152,4.833735,France
La Bastide de Capelongue,Two,Creative,EUR,Provence-Alpes-Cote-Dazur,174.83,"43.8216590,5.3174831",43.821659,5.3174831,France
Solstice,One,Creative,EUR,Ile-De-France,69.38,"48.8402900,2.3460200",48.84029,2.34602,France
Avel Vor,One,Contemporary ,EUR,Bretagne,71.04,"47.7062100,-3.3474500",47.70621,-3.34745,France
La Rotonde,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,101.57,"45.7882680,4.7316549",45.788268,4.7316549,France
Ch‚teau de Vault de Lugny,One,Contemporary ,EUR,Bourgogne-Franche-Comte,98.79,"47.4957140,3.8531636",47.495714,3.8531636,France
Pertica,One,Creative,EUR,Centre-Val-De-Loire,76.59,"47.7911977,1.0675882",47.7911977,1.0675882,France
Ze Kitchen Galerie,One,Creative,EUR,Ile-De-France,81.03,"48.8551300,2.3412194",48.85513,2.3412194,France
La Closerie,One,ProvenÁal,EUR,Provence-Alpes-Cote-Dazur,69.38,"43.7381545,5.4649088",43.7381545,5.4649088,France
Frenchie,One,Contemporary ,EUR,Ile-De-France,74.37,"48.8677220,2.3478539",48.867722,2.3478539,France
L'Auberge Basque,One,Creative,EUR,Nouvelle-Aquitaine,91.02,"43.3679206,-1.5843119",43.3679206,-1.5843119,France
La Condesa,One,Creative,EUR,Ile-De-France,77.7,"48.8784538,2.3427703",48.8784538,2.3427703,France
L'Atelier de Jean-Luc Rabanel,Two,Creative,EUR,Provence-Alpes-Cote-Dazur,127.65,"43.6762000,4.6270300",43.6762,4.62703,France
Le Gourmet de SËze,One,Classic,EUR,Auvergne-Rhone-Alpes,81.59,"45.7690746,4.8560149",45.7690746,4.8560149,France
Pur' - Jean-FranÁois Rouquette,One,Creative,EUR,Ile-De-France,230.33,"48.8685936,2.3305026",48.8685936,2.3305026,France
Bruno,One,Classic,EUR,Provence-Alpes-Cote-Dazur,151.52,"43.4699245,6.3794424",43.4699245,6.3794424,France
La Bonne Auberge,One,Creative,EUR,Grand-Est,98.79,"49.1931556,6.9151237",49.1931556,6.9151237,France
Ch‚teau Blanchard,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,74.93,"45.6360200,4.3853600",45.63602,4.38536,France
Le Puits du TrÈsor,One,Contemporary ,EUR,Occitanie,77.7,"43.3346453,2.3787415",43.3346453,2.3787415,France
Transparence - La Table de Patrick FrÈchin,One,Contemporary ,EUR,Grand-Est,62.16,"48.6930152,6.1815009",48.6930152,6.1815009,France
Kei,Three,Contemporary ,EUR,Ile-De-France,187.59,"48.8644500,2.3423295",48.86445,2.3423295,France
L'Empreinte,One,Contemporary ,EUR,Bourgogne-Franche-Comte,58.28,"46.7127086,4.6941996",46.7127086,4.6941996,France
La Matelote,One,Classic,EUR,Hauts-De-France,64.94,"50.7308650,1.5958978",50.730865,1.5958978,France
Hostellerie BÈrard,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,117.11,"43.1965802,5.7570391",43.1965802,5.7570391,France
La RibaudiËre,One,Creative,EUR,Nouvelle-Aquitaine,92.69,"45.6735700,-0.2248800",45.67357,-0.22488,France
L'Essentiel,One,Contemporary ,EUR,Normandie,64.38,"49.3599505,0.0793655",49.3599505,0.0793655,France
Dominique Bouchet,One,Classic,EUR,Ile-De-France,103.23,"48.8770600,2.3141300",48.87706,2.31413,France
